z,theta_deg,r_l1_vox,r_um,k_inner,k_outer,n_in_pack,material
3312,216.0,616.3,10649,39,42,9,1
3312,216.0,627.2,10837,39,42,9,1
3312,216.0,638.1,11026,39,42,9,1
3312,216.0,648.9,11214,39,42,9,1
3312,216.0,659.8,11402,39,42,9,1
3312,216.0,670.7,11590,39,42,9,1
3312,216.0,681.6,11778,39,42,9,1
3312,216.0,713.3,12326,43,44,2,1
3312,216.0,735.5,12710,44,49,2,1
3312,216.0,771.0,13323,50,52,2,1
3312,216.0,842.5,14558,56,57,2,1
3312,216.0,897.5,15509,59,61,3,1
3312,216.0,915.8,15824,59,61,3,1
3312,216.0,956.5,16528,62,63,2,1
3312,216.0,983.1,16988,63,64,4,1
3312,216.0,998.2,17250,63,64,4,1
3312,216.0,1013.4,17511,63,64,4,0
3312,216.0,1046.8,18088,64,65,2,1
3312,222.0,73.8,1274,4,5,2,1
3312,222.0,159.8,2760,11,12,2,1
3312,222.0,183.3,3168,12,13,3,1
3312,222.0,196.7,3398,12,13,3,1
3312,222.0,254.8,4402,16,17,2,1
3312,222.0,297.2,5136,19,20,2,1
3312,222.0,335.3,5795,21,23,3,1
3312,222.0,348.2,6016,21,23,3,1
3312,222.0,384.0,6636,24,25,2,1
3312,222.0,513.2,8869,32,34,3,1
3312,222.0,531.2,9180,32,34,3,1
3312,222.0,692.1,11960,48,50,2,1
3312,222.0,716.8,12387,50,51,2,1
3312,228.0,11.6,201,0,1,2,1
3312,228.0,61.0,1054,4,5,2,1
3312,228.0,196.7,3399,15,16,3,1
3312,228.0,208.4,3601,15,16,3,1
3312,228.0,354.4,6124,31,32,2,1
3312,228.0,381.3,6589,32,34,3,1
3312,228.0,391.9,6772,32,34,3,1
3312,228.0,425.2,7348,35,36,2,1
3312,228.0,684.8,11834,53,55,3,1
3312,228.0,702.4,12138,53,55,3,1
3312,234.0,77.8,1344,6,7,2,1
3312,234.0,138.6,2395,11,12,2,1
3312,234.0,157.1,2714,12,15,2,0
3312,234.0,190.8,3296,16,17,2,1
3312,234.0,265.2,4582,22,24,3,1
3312,234.0,277.1,4788,22,24,3,1
3312,234.0,339.1,5860,31,32,2,1
3312,234.0,356.3,6157,32,34,3,1
3312,234.0,366.4,6332,32,34,3,1
3312,234.0,409.7,7079,36,37,3,1
3312,234.0,421.3,7281,36,37,3,1
3312,234.0,519.2,8973,45,46,2,1
3312,234.0,541.2,9351,46,47,3,1
3312,234.0,552.8,9553,46,47,3,1
3312,234.0,685.1,11839,56,57,2,1
3312,234.0,768.8,13284,62,63,2,1
3312,234.0,794.1,13722,63,64,2,1
3312,240.0,37.2,644,2,4,2,1
3312,240.0,59.0,1020,4,5,3,1
3312,240.0,71.5,1236,4,5,3,1
3312,240.0,144.1,2490,9,11,2,1
3312,240.0,193.5,3344,14,15,2,1
3312,240.0,216.8,3745,15,16,2,1
3312,240.0,295.8,5111,22,23,2,1
3312,240.0,317.2,5481,23,27,3,1
3312,240.0,328.3,5674,23,27,3,1
3312,240.0,392.0,6774,31,32,2,1
3312,240.0,460.5,7957,35,36,2,1
3312,240.0,545.2,9420,42,44,3,1
3312,240.0,556.3,9613,42,44,3,1
3312,240.0,621.2,10735,48,49,2,1
3312,240.0,815.5,14092,63,64,2,0
3312,246.0,59.7,1031,3,4,3,1
3312,246.0,76.3,1319,3,4,3,1
3312,246.0,139.2,2406,7,8,2,0
3312,246.0,300.7,5196,18,19,3,1
3312,246.0,313.3,5414,18,19,3,1
3312,246.0,392.5,6782,23,24,3,1
3312,246.0,406.0,7016,23,24,3,1
3312,246.0,509.0,8796,29,30,2,1
3312,246.0,749.8,12956,51,52,2,1
3312,246.0,776.4,13416,53,54,4,0
3312,246.0,784.8,13560,53,54,4,0
3312,246.0,793.1,13705,53,54,4,0
3312,252.0,80.0,1382,6,7,2,1
3312,252.0,135.4,2339,11,12,2,0
3312,252.0,239.6,4140,19,20,3,1
3312,252.0,251.7,4350,19,20,3,1
3312,252.0,306.7,5299,25,26,3,1
3312,252.0,319.3,5518,25,26,3,1
3312,252.0,353.7,6112,27,29,7,1
3312,252.0,364.2,6293,27,29,7,1
3312,252.0,374.6,6474,27,29,7,1
3312,252.0,385.1,6655,27,29,7,1
3312,252.0,395.6,6835,27,29,7,1
3312,252.0,406.0,7016,27,29,7,1
3312,252.0,447.8,7737,30,32,2,1
3312,252.0,475.8,8221,32,33,2,1
3312,252.0,503.8,8705,33,34,2,1
3312,252.0,536.0,9262,35,36,4,1
3312,252.0,547.0,9452,35,36,4,1
3312,252.0,558.0,9642,35,36,4,1
3312,252.0,578.8,10002,36,37,3,1
3312,252.0,588.7,10172,36,37,3,1
3312,252.0,751.8,12990,54,55,4,1
3312,252.0,762.0,13167,54,55,4,1
3312,252.0,772.2,13344,54,55,4,0
3312,258.0,160.2,2769,10,12,2,1
3312,258.0,217.2,3754,16,17,2,1
3312,258.0,236.6,4088,17,18,2,1
3312,258.0,256.8,4438,18,22,2,1
3312,258.0,298.3,5155,24,25,3,1
3312,258.0,310.2,5360,24,25,3,1
3312,258.0,332.4,5744,25,26,7,1
3312,258.0,342.9,5925,25,26,7,1
3312,258.0,353.3,6105,25,26,7,1
3312,258.0,363.7,6285,25,26,7,1
3312,258.0,374.1,6465,25,26,7,1
3312,258.0,384.6,6645,25,26,7,1
3312,258.0,405.3,7004,26,27,4,1
3312,258.0,415.6,7182,26,27,4,1
3312,258.0,425.9,7360,26,27,4,1
3312,258.0,492.6,8513,33,34,4,1
3312,258.0,501.2,8662,33,34,4,1
3312,258.0,509.9,8811,33,34,4,1
3312,258.0,661.7,11434,48,50,4,1
3312,258.0,674.1,11649,48,50,4,1
3312,258.0,686.6,11864,48,50,4,1
3312,264.0,51.0,881,3,4,2,1
3312,264.0,210.7,3640,17,18,3,1
3312,264.0,220.3,3807,17,18,3,1
3312,264.0,292.5,5054,23,24,2,1
3312,264.0,361.8,6251,27,28,2,1
3312,264.0,401.2,6934,29,30,2,1
3312,264.0,423.8,7322,30,31,2,1
3312,264.0,539.2,9318,40,41,2,1
3312,264.0,586.0,10126,44,45,3,1
3312,264.0,596.5,10308,44,45,3,1
3312,264.0,618.8,10692,45,46,2,1
3312,270.0,175.0,3024,14,15,2,1
3312,270.0,198.8,3434,16,17,2,1
3312,270.0,248.5,4294,21,22,3,1
3312,270.0,256.0,4424,21,22,3,1
3312,270.0,272.5,4709,22,23,3,1
3312,270.0,281.5,4864,22,23,3,1
3312,270.0,301.5,5210,23,24,2,1
3312,270.0,344.0,5944,26,27,2,1
3312,270.0,452.2,7815,37,38,2,1
3312,270.0,471.8,8152,38,39,2,1
3312,270.0,593.1,10249,46,48,2,1
3312,270.0,757.9,13097,61,62,3,1
3312,270.0,766.3,13242,61,62,3,0
3312,276.0,32.9,569,2,3,2,1
3312,276.0,53.2,919,3,6,2,1
3312,276.0,90.3,1561,8,9,3,1
3312,276.0,98.7,1705,8,9,3,1
3312,276.0,139.2,2405,11,13,3,1
3312,276.0,150.6,2602,11,13,3,1
3312,276.0,172.8,2985,13,14,2,1
3312,276.0,192.5,3326,14,15,2,1
3312,276.0,250.2,4324,19,20,7,1
3312,276.0,260.5,4501,19,20,7,1
3312,276.0,270.8,4679,19,20,7,1
3312,276.0,281.0,4856,19,20,7,1
3312,276.0,291.2,5033,19,20,7,1
3312,276.0,301.5,5210,19,20,7,1
3312,276.0,389.2,6725,26,27,2,1
3312,276.0,457.8,7911,32,33,3,1
3312,276.0,470.7,8133,32,33,3,1
3312,276.0,541.2,9351,37,39,3,1
3312,276.0,553.6,9566,37,39,3,1
3312,276.0,633.9,10953,45,47,2,1
3312,276.0,656.5,11344,47,48,2,1
3312,282.0,94.5,1633,6,7,2,1
3312,282.0,262.5,4536,18,19,2,1
3312,282.0,314.2,5430,21,22,2,1
3312,282.0,410.2,7089,28,29,2,1
3312,282.0,459.5,7940,31,32,2,1
3312,282.0,482.8,8342,32,34,2,1
3312,282.0,545.5,9426,37,39,2,1
3312,282.0,586.9,10141,40,42,2,1
3312,282.0,634.2,10960,44,45,2,1
3312,282.0,671.7,11606,46,49,2,1
3312,282.0,719.2,12429,53,54,2,1
3312,288.0,75.2,1300,7,8,2,1
3312,288.0,97.2,1680,8,9,2,1
3312,288.0,214.5,3707,17,18,2,1
3312,288.0,241.5,4173,18,19,2,1
3312,288.0,305.8,5283,22,24,3,1
3312,288.0,320.5,5538,22,24,3,1
3312,288.0,361.4,6246,26,27,4,1
3312,288.0,374.4,6469,26,27,4,1
3312,288.0,387.3,6693,26,27,4,1
3312,288.0,472.9,8172,32,35,2,1
3312,288.0,497.2,8592,35,36,2,1
3312,288.0,530.6,9169,37,39,2,1
3312,288.0,553.2,9560,39,40,2,1
3312,288.0,585.2,10112,41,42,3,1
3312,288.0,597.8,10331,41,42,3,1
3312,288.0,635.4,10979,43,45,2,1
3312,294.0,50.8,877,3,4,2,1
3312,294.0,111.5,1927,8,9,2,1
3312,294.0,148.5,2566,10,11,3,1
3312,294.0,164.5,2843,10,11,3,1
3312,294.0,226.2,3910,13,14,2,1
3312,294.0,319.9,5528,20,22,3,1
3312,294.0,335.8,5803,20,22,3,1
3312,294.0,472.6,8167,34,36,2,1
3312,294.0,492.5,8510,36,37,2,1
3312,294.0,512.0,8847,37,38,5,1
3312,294.0,522.0,9020,37,38,5,1
3312,294.0,532.0,9193,37,38,5,1
3312,294.0,542.0,9366,37,38,5,1
3312,294.0,596.5,10308,42,43,2,1
3312,294.0,629.8,10882,44,45,2,1
3312,300.0,55.0,950,3,4,2,1
3312,300.0,109.0,1884,5,6,2,1
3312,300.0,147.4,2547,6,7,2,1
3312,300.0,182.2,3148,7,10,2,1
3312,300.0,231.8,4005,11,12,2,1
3312,300.0,304.5,5262,16,17,2,1
3312,300.0,344.8,5957,19,20,2,1
3312,300.0,430.9,7446,26,29,4,1
3312,300.0,443.9,7671,26,29,4,1
3312,300.0,457.0,7896,26,29,4,1
3312,300.0,508.0,8778,31,32,4,1
3312,300.0,520.5,8994,31,32,4,1
3312,300.0,533.0,9210,31,32,4,1
3312,306.0,27.8,480,1,2,2,1
3312,306.0,52.5,907,2,3,2,1
3312,306.0,91.0,1572,5,6,2,1
3312,306.0,130.0,2246,7,8,4,1
3312,306.0,143.0,2471,7,8,4,1
3312,306.0,156.0,2696,7,8,4,1
3312,306.0,246.9,4266,14,16,2,1
3312,306.0,272.8,4715,16,17,3,1
3312,306.0,284.7,4919,16,17,3,1
3312,306.0,311.0,5374,17,18,2,1
3312,306.0,360.9,6236,20,21,4,1
3312,306.0,371.8,6424,20,21,4,1
3312,306.0,382.6,6612,20,21,4,1
3312,306.0,405.3,7004,21,22,3,1
3312,306.0,417.2,7209,21,22,3,1
3312,306.0,454.4,7852,24,25,5,1
3312,306.0,465.8,8049,24,25,5,1
3312,306.0,477.2,8246,24,25,5,1
3312,306.0,488.6,8443,24,25,5,1
3312,306.0,518.4,8958,25,26,2,1
3312,306.0,605.7,10466,33,34,2,1
3312,306.0,660.1,11407,40,42,2,1
3312,312.0,59.5,1028,3,4,2,1
3312,312.0,197.5,3413,11,12,2,1
3312,312.0,228.5,3948,12,13,2,1
3312,312.0,261.5,4519,13,14,2,1
3312,312.0,454.8,7858,27,28,2,1
3312,312.0,682.0,11785,48,51,2,1
3312,318.0,65.2,1128,4,5,2,1
3312,318.0,109.0,1884,6,7,2,1
3312,318.0,141.3,2442,7,8,3,1
3312,318.0,158.2,2733,7,8,3,1
3312,318.0,195.8,3383,9,10,2,1
3312,318.0,219.2,3787,10,11,3,1
3312,318.0,232.8,4023,10,11,3,1
3312,318.0,289.8,5008,13,14,3,1
3312,318.0,308.2,5325,13,14,3,1
3312,318.0,378.1,6534,16,17,2,1
3312,318.0,414.6,7165,17,19,2,1
3312,318.0,473.2,8178,22,23,2,1
3312,318.0,497.6,8599,23,25,2,1
3312,318.0,518.6,8962,25,27,2,1
3312,318.0,677.0,11699,44,46,2,1
3312,318.0,694.4,12000,46,48,3,1
3312,318.0,702.6,12141,46,48,3,1
3312,318.0,719.8,12439,48,50,3,1
3312,318.0,728.9,12596,48,50,3,1
3312,324.0,85.2,1473,6,7,2,1
3312,324.0,111.5,1927,7,8,2,1
3312,324.0,137.0,2367,8,9,2,1
3312,324.0,277.0,4787,19,20,3,1
3312,324.0,292.5,5054,19,20,3,1
3312,324.0,332.4,5743,21,23,2,1
3312,324.0,406.0,7016,28,29,2,1
3312,324.0,433.7,7494,29,30,2,1
3312,324.0,608.9,10521,41,43,2,1
3312,330.0,10.5,181,0,1,2,1
3312,330.0,31.2,540,1,2,2,1
3312,330.0,103.4,1786,8,10,2,1
3312,330.0,167.2,2890,13,14,2,1
3312,330.0,186.0,3214,14,15,2,1
3312,330.0,303.2,5240,22,23,2,1
3312,330.0,326.3,5639,23,24,3,1
3312,330.0,338.7,5852,23,24,3,1
3312,330.0,392.7,6785,27,28,6,1
3312,330.0,402.8,6961,27,28,6,1
3312,330.0,413.0,7137,27,28,6,1
3312,330.0,423.2,7312,27,28,6,1
3312,330.0,433.3,7488,27,28,6,1
3312,330.0,468.0,8087,29,30,2,1
3312,330.0,500.8,8653,31,32,2,1
3312,336.0,40.0,691,1,2,2,1
3312,336.0,107.7,1860,4,5,3,0
3312,336.0,120.8,2088,4,5,3,1
3312,336.0,225.2,3892,12,13,2,1
3312,336.0,248.1,4287,13,14,6,1
3312,336.0,259.7,4487,13,14,6,1
3312,336.0,271.2,4687,13,14,6,1
3312,336.0,282.8,4887,13,14,6,1
3312,336.0,294.4,5088,13,14,6,1
3312,336.0,350.5,6057,17,18,2,1
3312,336.0,495.2,8558,25,26,2,1
3312,336.0,525.0,9072,26,29,3,1
3312,336.0,541.0,9348,26,29,3,1
3312,336.0,597.5,10325,31,32,2,1
3312,336.0,768.0,13271,45,46,2,1
3312,336.0,883.2,15263,54,55,2,1
3312,342.0,178.8,3089,4,5,2,1
3312,342.0,212.2,3666,6,7,3,1
3312,342.0,223.3,3859,6,7,3,1
3312,342.0,263.9,4560,8,12,2,1
3312,342.0,316.5,5469,14,15,2,1
3312,342.0,351.5,6074,16,17,2,1
3312,342.0,402.8,6960,18,19,2,1
3312,342.0,486.0,8398,22,23,2,1
3312,342.0,577.2,9975,29,30,2,1
3312,342.0,673.5,11638,36,37,2,1
3312,342.0,775.5,13401,43,44,2,1
3312,342.0,800.0,13824,44,45,2,1
3312,342.0,896.8,15496,51,52,2,1
3312,342.0,944.5,16321,54,55,2,1
3312,348.0,120.0,2074,3,4,4,1
3312,348.0,141.5,2445,3,4,4,1
3312,348.0,163.0,2817,3,4,4,1
3312,348.0,403.4,6970,15,17,2,1
3312,348.0,437.5,7560,17,19,4,1
3312,348.0,454.8,7858,17,19,4,1
3312,348.0,472.0,8156,17,19,4,1
3312,348.0,500.4,8647,19,21,3,1
3312,348.0,511.6,8840,19,21,3,1
3312,348.0,536.1,9263,21,23,4,1
3312,348.0,549.4,9493,21,23,4,1
3312,348.0,562.7,9723,21,23,4,1
3312,348.0,773.2,13360,38,40,3,1
3312,348.0,787.6,13609,38,40,3,1
3312,348.0,844.2,14589,42,43,2,1
3312,348.0,918.8,15876,49,50,2,1
3312,348.0,988.0,17073,54,55,2,1
3312,348.0,1009.0,17436,55,56,3,1
3312,348.0,1021.0,17643,55,56,3,1
3312,354.0,12.9,222,0,1,4,1
3312,354.0,25.8,445,0,1,4,1
3312,354.0,38.6,667,0,1,4,1
3312,354.0,65.0,1123,1,2,2,1
3312,354.0,115.0,1987,4,5,3,1
3312,354.0,127.5,2203,4,5,3,1
3312,354.0,168.8,2917,6,7,3,1
3312,354.0,183.7,3174,6,7,3,1
3312,354.0,207.5,3586,7,8,2,1
3312,354.0,264.0,4562,12,13,3,1
3312,354.0,272.5,4709,12,13,3,1
3312,354.0,350.0,6048,20,21,3,1
3312,354.0,361.0,6238,20,21,3,1
3312,354.0,384.2,6640,21,22,2,1
3312,354.0,419.2,7245,23,25,2,1
3312,354.0,467.5,8078,26,27,4,1
3312,354.0,481.5,8320,26,27,4,1
3312,354.0,495.5,8562,26,27,4,1
3312,354.0,554.7,9585,29,30,3,1
3312,354.0,567.8,9812,29,30,3,1
3312,354.0,602.0,10403,31,32,2,0
3312,354.0,643.5,11120,33,34,2,1
3312,354.0,675.5,11673,34,35,2,1
3312,354.0,739.2,12774,37,38,2,1
3312,354.0,895.7,15477,48,49,3,1
3312,354.0,913.3,15782,48,49,3,1
3312,354.0,977.5,16891,52,53,2,1
3312,354.0,1020.2,17630,54,55,2,1
3312,354.0,1070.4,18496,56,57,4,0
3312,354.0,1084.8,18744,56,57,4,0
3312,354.0,1099.1,18993,56,57,4,1
3344,0.0,26.8,462,0,1,2,1
3344,0.0,68.8,1188,1,2,2,1
3344,0.0,150.2,2596,5,6,2,1
3344,0.0,176.0,3041,6,7,3,1
3344,0.0,187.0,3231,6,7,3,1
3344,0.0,313.2,5413,16,17,2,1
3344,0.0,447.7,7736,23,24,3,1
3344,0.0,464.8,8032,23,24,3,1
3344,0.0,640.5,11068,33,34,2,1
3344,0.0,813.5,14057,42,43,2,1
3344,0.0,843.2,14570,43,44,3,1
3344,0.0,860.3,14867,43,44,3,1
3344,0.0,908.0,15690,45,46,2,1
3344,0.0,963.8,16655,47,49,3,1
3344,0.0,979.9,16933,47,49,3,1
3344,6.0,17.3,299,0,1,7,0
3344,6.0,31.6,546,0,1,7,0
3344,6.0,45.9,792,0,1,7,0
3344,6.0,60.1,1039,0,1,7,1
3344,6.0,74.4,1286,0,1,7,1
3344,6.0,88.7,1533,0,1,7,0
3344,6.0,159.2,2750,4,5,3,1
3344,6.0,173.3,2995,4,5,3,1
3344,6.0,246.2,4255,8,9,2,1
3344,6.0,279.0,4821,10,11,2,1
3344,6.0,344.0,5944,15,16,3,1
3344,6.0,355.0,6134,15,16,3,1
3344,6.0,410.5,7093,19,20,2,1
3344,6.0,584.8,10104,29,30,2,1
3344,6.0,637.8,11022,32,33,3,0
3344,6.0,653.7,11295,32,33,3,1
3344,6.0,686.6,11864,33,34,3,0
3344,6.0,703.7,12159,33,34,3,1
3344,6.0,803.2,13880,39,40,2,1
3344,6.0,894.0,15448,42,43,3,1
3344,6.0,919.0,15880,42,43,3,1
3344,6.0,1211.2,20930,58,59,2,1
3344,12.0,19.9,343,0,1,2,1
3344,12.0,80.9,1398,3,5,2,1
3344,12.0,144.2,2493,6,7,2,1
3344,12.0,294.5,5089,15,16,2,1
3344,12.0,355.5,6143,19,20,2,1
3344,12.0,564.9,9761,34,35,2,1
3344,12.0,590.1,10197,35,37,3,1
3344,12.0,603.0,10419,35,37,3,1
3344,12.0,629.5,10878,37,40,2,1
3344,12.0,700.0,12096,45,46,2,1
3344,12.0,773.0,13357,48,49,2,1
3344,12.0,876.1,15139,54,56,2,1
3344,12.0,908.1,15692,56,57,4,1
3344,12.0,922.8,15945,56,57,4,1
3344,12.0,937.4,16198,56,57,4,1
3344,12.0,969.0,16744,57,59,2,1
3344,12.0,1017.2,17578,63,64,4,1
3344,12.0,1033.5,17859,63,64,4,1
3344,12.0,1049.8,18140,63,64,4,1
3344,12.0,1076.5,18602,64,65,2,1
3344,12.0,1110.0,19181,66,68,3,1
3344,12.0,1121.8,19384,66,68,3,1
3344,12.0,1175.0,20304,71,72,2,1
3344,12.0,1207.0,20857,73,74,2,1
3344,12.0,1293.0,22343,80,81,2,1
3344,18.0,114.0,1970,2,4,2,1
3344,18.0,156.8,2709,5,6,2,1
3344,18.0,214.0,3698,8,9,2,0
3344,18.0,255.5,4415,10,11,2,1
3344,18.0,309.9,5355,13,14,2,0
3344,18.0,362.8,6268,17,18,2,1
3344,18.0,479.5,8286,25,26,2,1
3344,18.0,503.2,8696,26,27,2,1
3344,18.0,531.5,9184,27,29,4,1
3344,18.0,547.5,9461,27,29,4,1
3344,18.0,563.5,9737,27,29,4,1
3344,18.0,621.5,10740,33,36,3,1
3344,18.0,634.5,10964,33,36,3,1
3344,18.0,685.2,11841,38,39,2,1
3344,18.0,748.7,12938,41,43,5,1
3344,18.0,765.2,13222,41,43,5,1
3344,18.0,781.6,13506,41,43,5,1
3344,18.0,798.0,13790,41,43,5,1
3344,18.0,939.3,16231,49,50,5,1
3344,18.0,951.6,16444,49,50,5,1
3344,18.0,963.9,16656,49,50,5,1
3344,18.0,976.2,16869,49,50,5,1
3344,18.0,1040.0,17971,53,54,2,1
3344,18.0,1093.2,18891,59,60,2,1
3344,18.0,1174.3,20292,65,66,3,1
3344,18.0,1185.2,20480,65,66,3,1
3344,18.0,1218.2,21050,67,68,3,1
3344,18.0,1228.3,21226,67,68,3,1
3344,18.0,1283.6,22181,71,73,2,1
3344,24.0,67.5,1166,1,2,2,0
3344,24.0,187.2,3236,9,10,2,1
3344,24.0,222.5,3845,10,11,2,1
3344,24.0,338.7,5852,15,16,3,1
3344,24.0,353.8,6114,15,16,3,1
3344,24.0,625.5,10809,25,26,2,1
3344,24.0,654.0,11301,26,27,2,1
3344,24.0,713.0,12321,28,30,3,1
3344,24.0,733.5,12675,28,30,3,1
3344,24.0,837.6,14474,39,41,3,1
3344,24.0,851.7,14718,39,41,3,1
3344,24.0,878.4,15179,41,44,2,1
3344,24.0,955.2,16507,50,51,2,1
3344,24.0,1083.5,18723,61,62,2,1
3344,24.0,1129.5,19518,65,66,2,1
3344,24.0,1150.0,19872,66,67,2,1
3344,30.0,17.8,307,0,1,4,1
3344,30.0,35.0,605,0,1,4,1
3344,30.0,52.2,903,0,1,4,1
3344,30.0,91.2,1577,2,3,2,1
3344,30.0,111.8,1931,3,4,2,1
3344,30.0,423.8,7322,18,22,3,1
3344,30.0,433.0,7482,18,22,3,1
3344,30.0,453.2,7831,22,24,3,1
3344,30.0,464.1,8019,22,24,3,1
3344,30.0,508.0,8778,26,27,2,1
3344,30.0,601.8,10400,31,32,3,1
3344,30.0,616.7,10656,31,32,3,1
3344,30.0,645.0,11146,32,33,2,1
3344,30.0,703.8,12162,35,36,3,1
3344,30.0,718.2,12410,35,36,3,1
3344,30.0,751.8,12990,36,37,2,1
3344,30.0,810.8,14010,40,41,2,1
3344,30.0,861.8,14891,45,46,2,1
3344,30.0,926.1,16003,52,53,2,1
3344,30.0,1051.8,18174,66,67,2,1
3344,36.0,11.3,196,0,1,3,1
3344,36.0,22.2,383,0,1,3,1
3344,36.0,42.5,734,1,2,3,1
3344,36.0,52.0,899,1,2,3,1
3344,36.0,69.0,1192,2,3,2,1
3344,36.0,120.5,2082,6,7,2,1
3344,36.0,143.5,2480,7,8,2,1
3344,36.0,401.2,6933,17,19,4,1
3344,36.0,417.1,7208,17,19,4,1
3344,36.0,433.1,7483,17,19,4,1
3344,36.0,463.7,8012,19,20,3,1
3344,36.0,478.3,8266,19,20,3,1
3344,36.0,509.0,8796,20,21,2,1
3344,36.0,654.5,11310,31,32,2,1
3344,36.0,824.2,14243,50,51,2,1
3344,36.0,933.0,16122,61,62,2,1
3344,42.0,15.8,272,0,1,2,1
3344,42.0,42.8,739,1,2,2,1
3344,42.0,62.8,1084,2,3,2,1
3344,42.0,143.1,2472,10,11,14,1
3344,42.0,152.6,2638,10,11,14,1
3344,42.0,162.2,2803,10,11,14,1
3344,42.0,171.8,2968,10,11,14,1
3344,42.0,181.4,3134,10,11,14,1
3344,42.0,190.9,3299,10,11,14,1
3344,42.0,200.5,3465,10,11,14,1
3344,42.0,210.1,3630,10,11,14,1
3344,42.0,219.6,3795,10,11,14,1
3344,42.0,229.2,3961,10,11,14,1
3344,42.0,238.8,4126,10,11,14,1
3344,42.0,248.4,4292,10,11,14,1
3344,42.0,257.9,4457,10,11,14,1
3344,42.0,276.2,4773,11,13,13,1
3344,42.0,285.0,4924,11,13,13,1
3344,42.0,293.7,5075,11,13,13,1
3344,42.0,302.4,5226,11,13,13,1
3344,42.0,311.2,5377,11,13,13,1
3344,42.0,319.9,5528,11,13,13,1
3344,42.0,328.6,5678,11,13,13,1
3344,42.0,337.3,5829,11,13,13,1
3344,42.0,346.1,5980,11,13,13,1
3344,42.0,354.8,6131,11,13,13,1
3344,42.0,363.5,6282,11,13,13,1
3344,42.0,372.3,6433,11,13,13,1
3344,42.0,390.2,6744,13,14,4,1
3344,42.0,399.5,6903,13,14,4,1
3344,42.0,408.8,7063,13,14,4,1
3344,42.0,440.8,7616,15,16,2,1
3344,42.0,472.6,8167,16,18,2,1
3344,42.0,627.6,10845,30,31,2,1
3344,42.0,838.5,14489,55,56,2,1
3344,42.0,980.0,16934,70,71,2,1
3344,42.0,1027.0,17747,74,75,2,1
3344,48.0,14.5,251,0,1,2,1
3344,48.0,100.2,1732,7,8,2,1
3344,48.0,136.6,2360,10,11,5,1
3344,48.0,144.7,2500,10,11,5,1
3344,48.0,152.8,2640,10,11,5,1
3344,48.0,160.9,2780,10,11,5,1
3344,48.0,177.7,3070,11,12,9,1
3344,48.0,186.3,3220,11,12,9,1
3344,48.0,195.0,3370,11,12,9,1
3344,48.0,203.7,3519,11,12,9,1
3344,48.0,212.3,3669,11,12,9,1
3344,48.0,221.0,3819,11,12,9,1
3344,48.0,229.7,3969,11,12,9,1
3344,48.0,238.3,4118,11,12,9,1
3344,48.0,430.4,7437,18,20,2,1
3344,48.0,459.2,7936,21,22,3,1
3344,48.0,468.5,8096,21,22,3,1
3344,48.0,620.0,10714,33,35,2,1
3344,48.0,772.8,13353,52,53,2,1
3344,48.0,817.5,14126,55,56,2,1
3344,48.0,838.5,14489,56,57,2,1
3344,48.0,944.3,16317,65,68,3,1
3344,48.0,956.4,16526,65,68,3,1
3344,54.0,12.8,220,0,1,2,1
3344,54.0,37.2,644,1,2,2,1
3344,54.0,87.0,1503,4,5,3,1
3344,54.0,97.0,1676,4,5,3,1
3344,54.0,132.8,2294,6,8,4,1
3344,54.0,146.8,2536,6,8,4,1
3344,54.0,160.8,2778,6,8,4,1
3344,54.0,190.2,3288,8,10,4,1
3344,54.0,205.8,3555,8,10,4,1
3344,54.0,221.2,3823,8,10,4,1
3344,54.0,255.9,4422,10,12,2,1
3344,54.0,291.0,5028,12,13,2,1
3344,54.0,340.7,5887,15,16,3,1
3344,54.0,354.3,6123,15,16,3,1
3344,54.0,445.2,7694,25,26,2,1
3344,54.0,483.2,8351,27,28,2,1
3344,54.0,503.8,8705,28,30,4,1
3344,54.0,512.5,8856,28,30,4,1
3344,54.0,521.2,9007,28,30,4,1
3344,54.0,538.0,9297,30,31,3,1
3344,54.0,546.0,9435,30,31,3,1
3344,54.0,651.0,11249,40,41,2,1
3344,54.0,913.8,15790,70,71,2,1
3344,60.0,11.8,203,0,1,2,1
3344,60.0,33.8,583,1,2,2,1
3344,60.0,95.4,1649,5,7,2,1
3344,60.0,139.7,2413,10,11,3,0
3344,60.0,153.8,2658,10,11,3,1
3344,60.0,177.7,3070,11,12,3,1
3344,60.0,187.3,3237,11,12,3,1
3344,60.0,206.8,3574,12,13,3,1
3344,60.0,216.7,3744,12,13,3,1
3344,60.0,235.8,4074,13,14,2,1
3344,60.0,268.7,4643,16,17,3,1
3344,60.0,276.3,4775,16,17,3,1
3344,60.0,293.2,5067,17,18,2,1
3344,60.0,310.0,5357,18,20,2,1
3344,60.0,327.8,5664,20,21,2,1
3344,60.0,356.5,6160,22,23,3,1
3344,60.0,366.5,6333,22,23,3,1
3344,60.0,476.1,8227,32,33,3,1
3344,60.0,485.2,8384,32,33,3,1
3344,60.0,501.1,8659,33,35,2,1
3344,60.0,623.0,10765,47,49,2,1
3344,60.0,789.6,13644,65,68,2,1
3344,60.0,843.1,14569,72,73,2,1
3344,60.0,864.8,14944,73,79,5,1
3344,60.0,874.8,15117,73,79,5,1
3344,60.0,884.9,15291,73,79,5,1
3344,60.0,895.0,15465,73,79,5,1
3344,60.0,937.9,16207,81,84,2,1
